"Series","Indicator Name","value","value_metadata","year","cty_or_agg","countrycode"
"SE.PRM.ISTD.13","(De Jure) Is there a policy in place to require that schools are accessible to children with special needs?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.ISTD.14","(De Facto) Do you know if there is there a policy in place to require that schools are accessible to children with special needs?",87,"On Target","2020-2021","cty","ETH"
"SE.PRM.ISTD.2","(De Facto) Do you know if there is a policy in place to require that students have access to the prescribed textbooks?",96.6,"On Target","2020-2021","cty","ETH"
"SE.PRM.ISTD.3","(De Jure) Is there a national connectivity program?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.ISTD.4","(De Facto) Do you know if there is a national connectivity program?",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.ISTD.5","(De Jure) Is there a policy in place to require that students have access to PCs, laptops, tablets, and/or other computing devices?",0,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.ISTD.6","(De Facto) Do you know if there is a policy in place to require that students have access to PCs, laptops, tablets, and/or other computing devices?",72.5,"On Target","2020-2021","cty","ETH"
"SE.PRM.ISTD.7","(De Jure) Is there a policy in place to require that schools have access to electricity?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.ISTD.8","(De Facto) Do you know if there is a policy in place to require that schools have access to electricity?",92.4,"On Target","2020-2021","cty","ETH"
"SE.PRM.ISTD.9","(De Jure) Is there a policy in place to require that schools have access to drinking water?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.ISTD.DF","(De Facto) Policy Lever (Inputs & Infrastructure) - Standards",4.5,"On Target","2020-2021","cty","ETH"
"SE.PRM.ISTD.DJ","(De Jure) Policy Lever (Inputs & Infrastructure) - Standards",4.5,"On Target","2020-2021","cty","ETH"
"SE.PRM.LCAP","Student Readiness",34.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.1","(De Facto) Average developmental score for 1st Graders",72.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.1.F","(De Facto) Average developmental score for 1st Graders - Female",71.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.1.M","(De Facto) Average developmental score for 1st Graders - Male",75.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.1.R","(De Facto) Average developmental score for 1st Graders - Rural",63.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.1.U","(De Facto) Average developmental score for 1st Graders - Urban",73.7,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.2","(De Facto) Average numeracy score for 1st Graders",92,"On Target","2020-2021","cty","ETH"
"SE.PRM.LCAP.2.F","(De Facto) Average numeracy score for 1st Graders - Female",92.1,"On Target","2020-2021","cty","ETH"
"SE.PRM.LCAP.2.M","(De Facto) Average numeracy score for 1st Graders - Male",93.6,"On Target","2020-2021","cty","ETH"
"SE.PRM.LCAP.2.R","(De Facto) Average numeracy score for 1st Graders - Rural",84.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.2.U","(De Facto) Average numeracy score for 1st Graders - Urban",93.2,"On Target","2020-2021","cty","ETH"
"SE.PRM.LCAP.3","(De Facto) Average literacy score for 1st Graders",75,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.3.F","(De Facto) Average literacy score for 1st Graders - Female",74.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.3.M","(De Facto) Average literacy score for 1st Graders - Male",78.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.3.R","(De Facto) Average literacy score for 1st Graders - Rural",66.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.3.U","(De Facto) Average literacy score for 1st Graders - Urban",76.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.4","(De Facto) Average executive funcion score for 1st Graders",70.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.4.F","(De Facto) Average executive funcion score for 1st Graders - Female",67.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.4.M","(De Facto) Average executive funcion score for 1st Graders - Male",74.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.4.R","(De Facto) Average executive funcion score for 1st Graders - Rural",64.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.4.U","(De Facto) Average executive funcion score for 1st Graders - Urban",72.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.5","(De Facto) Average socioemotional score for 1st Graders",51.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.5.F","(De Facto) Average socioemotional score for 1st Graders - Female",51,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.5.M","(De Facto) Average socioemotional score for 1st Graders - Male",56.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.5.R","(De Facto) Average socioemotional score for 1st Graders - Rural",38,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCAP.5.U","(De Facto) Average socioemotional score for 1st Graders - Urban",53.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCBC","Policy Lever (Learners) - Center-Based Care",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LCBC.1","(De Jure) Is there a policy that guarantees free education for some or all grades and ages included in pre-primary education (for children age 0-83 months)?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCBC.2","(De Facto) Percent of children age 36-59 months who are attending an early childhood education programme",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LCBC.3","(De Jure) Are there developmental standards established for early childhood care and education?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCBC.4","(De Jure) According to laws and regulations, are there requirement to become an early childhood educator, pre-primary teacher?",3,"Caution","2020-2021","cty","ETH"
"SE.PRM.LCBC.5","(De Jure) According to policy, are ECCE professionals working at public or private centers required to complete in-service training in ECCE service delivery?",0,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LCBC.DF","(De Facto) Policy Lever (Learners) - Center-Based Care",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LCBC.DJ","(De Jure) Policy Lever (Learners) - Center-Based Care",4,"On Target","2020-2021","cty","ETH"
"SE.PRM.LERN","Proficiency on GEPD Assessment",3.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.1","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey",3.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.1.F","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Female",3.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.1.M","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Male",3.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.1.R","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Rural",3.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.1.U","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Urban",2.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.2","(De Facto) Percent of children proficient in literacy according to GEPD School Survey",5.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.2.F","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Female",5.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.2.M","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Male",5.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.2.R","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Rural",4.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.2.U","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Urban",5.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.3","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey",6.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.3.F","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Female",5.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.3.M","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Male",6.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.3.R","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Rural",8.7,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LERN.3.U","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Urban",5.8,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LFCP","Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",2.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LFCP.1","(De Jure) Are anti poverty interventions that focus on ECD publicly supported?",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LFCP.2","(De Jure) Are cash transfers conditional on ECD services/enrollment publicly supported?",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LFCP.3","(De Jure) Are cash transfers focused partially on ECD publicly supported?",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LFCP.4","(De Facto) Coverage of social protection programs",30.1,"On Target","2020-2021","cty","ETH"
"SE.PRM.LFCP.DF","(De Facto) Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",2.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LFCP.DJ","(De Jure) Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LHTH","Policy Lever (Learners) - Health",2.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.1","(De Jure) Are young children required to receive a complete course of childhood immunizations?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.2","(De Facto) Percent of children who at age 24-35 months had received all vaccinations recommended in the national immunization schedule",71,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.3","(De Jure) Is there a policy that assures access to healthcare for young children? Either by offering these services free or by subsidizing them",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.4","(De Facto) Percent of  children under 5 covered by health insurance",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LHTH.5","(De Jure) Are deworming pills funded and distributed by the government?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.6","(De Facto) Percent of children age 6-59 months who received deworming medication",71.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.7","(De Jure) Is there a policy that guarantees pregnant women free antenatal visits and skilled delivery?",2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.8","(De Facto) Percent of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility",47.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.DF","(De Facto) Policy Lever (Learners) - Health",2.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LHTH.DJ","(De Jure) Policy Lever (Learners) - Health",5,"On Target","2020-2021","cty","ETH"
"SE.PRM.LNTN","Policy Lever (Learners) - Nutrition Programs",3.2,"Caution","2020-2021","cty","ETH"
"SE.PRM.LNTN.1","(De Jure) Does a national policy to encourage salt iodization exist?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.2","(De Facto) Percent of households with salt testing positive for any iodide among households",85.6,"Caution","2020-2021","cty","ETH"
"SE.PRM.LNTN.3","(De Jure) Does a national policy exist to encourage iron fortification of staples like wheat, maize, or rice?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.4","(De Facto) Percent of children age 6–23 months who had at least the minimum dietary diversity and the minimum meal frequency during the previous day",13.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.5","(De Jure) Does a national policy exist to encourage breastfeeding?",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.6","(De Facto) Percent of children born in the five (three) years preceding the survey who were ever breastfed",95.5,"On Target","2020-2021","cty","ETH"
"SE.PRM.LNTN.7","(De Jure) Is there a publicly funded school feeding program?",0,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.8","(De Facto) Percent of schools reporting having publicly funded school feeding program",23.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LNTN.DF","(De Facto) Policy Lever (Learners) - Nutrition Programs",3.2,"Caution","2020-2021","cty","ETH"
"SE.PRM.LNTN.DJ","(De Jure) Policy Lever (Learners) - Nutrition Programs",4,"On Target","2020-2021","cty","ETH"
"SE.PRM.LSKC","Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LSKC.1","(De Jure) Does the government offer programs that aim to share good parenting practices with caregivers?",0,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LSKC.2","(De Jure) Are any of the following publicly-supported delivery channels used to reach families in order to promote early childhood stimulation? Home visits, Group sessions, Community health programs, Health center waiting rooms, School-based groups, Mass media/Information campaigns",1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.LSKC.3","(De Facto) Percent of children under age 5 who have three or more children’s books",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LSKC.4","(De Facto) Percent of children age 24-59 months engaged in four or more activities to provide early stimulation and responsive care in the last 3 days with any adult in the household",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LSKC.DF","(De Facto) Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.LSKC.DJ","(De Jure) Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.OPMN","Operational Management",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.1","(De Facto) Average score for the presence and quality of core operational management functions",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.1.F","(De Facto) Average score for the presence and quality of core operational management functions - Female",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.1.M","(De Facto) Average score for the presence and quality of core operational management functions - Male",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.1.R","(De Facto) Average score for the presence and quality of core operational management functions - Rural",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.1.U","(De Facto) Average score for the presence and quality of core operational management functions - Urban",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.2","(De Facto) Average score for infrastructure repair/maintenance",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.2.F","(De Facto) Average score for infrastructure repair/maintenance - Female",4,"On Target","2020-2021","cty","ETH"
"SE.PRM.OPMN.2.M","(De Facto) Average score for infrastructure repair/maintenance - Male",3.7,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.2.R","(De Facto) Average score for infrastructure repair/maintenance - Rural",3.6,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.2.U","(De Facto) Average score for infrastructure repair/maintenance - Urban",3.8,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.3","(De Facto) Average score for ensuring  availability of school inputs",3.9,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.3.F","(De Facto) Average score for ensuring  availability of school inputs - Female",3.6,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.3.M","(De Facto) Average score for ensuring  availability of school inputs - Male",3.9,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.3.R","(De Facto) Average score for ensuring  availability of school inputs - Rural",3.9,"Caution","2020-2021","cty","ETH"
"SE.PRM.OPMN.3.U","(De Facto) Average score for ensuring  availability of school inputs - Urban",3.9,"Caution","2020-2021","cty","ETH"
"SE.PRM.PEDG","Teacher Pedagogical Skills",19.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.1","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score)",19.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.1.F","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Female",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.1.M","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Male",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.1.R","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Rural",6.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.1.U","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Urban",23.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.2","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score)",50.7,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.2.F","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Female",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.2.M","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Male",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.2.R","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Rural",47.8,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.2.U","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Urban",48.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.3","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score)",35.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.3.F","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Female",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.3.M","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Male",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.3.R","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Rural",17.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.3.U","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Urban",43.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.4","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score)",7.2,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.4.F","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Female",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.4.M","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Male",NA,"N/A","2020-2021","cty","ETH"
"SE.PRM.PEDG.4.R","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Rural",4.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PEDG.4.U","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Urban",5.5,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW","Principal School Knowledge",3.3,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.1","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school",3.3,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.1.F","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Female",3.4,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.1.M","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Male",3.2,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.1.R","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Rural",3.4,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.1.U","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Urban",3.2,"Caution","2020-2021","cty","ETH"
"SE.PRM.PKNW.2","(De Facto) Percent of principals familiar with teachers' content knowledge",61.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.2.F","(De Facto) Percent of principals familiar with teachers' content knowledge - Female",60.7,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.2.M","(De Facto) Percent of principals familiar with teachers' content knowledge - Male",61.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.2.R","(De Facto) Percent of principals familiar with teachers' content knowledge - Rural",69.3,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.2.U","(De Facto) Percent of principals familiar with teachers' content knowledge - Urban",59.9,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.3","(De Facto) Percent of principals familiar with teachers' experience",99.9,"On Target","2020-2021","cty","ETH"
"SE.PRM.PKNW.3.F","(De Facto) Percent of principals familiar with teachers' experience - Female",100,"On Target","2020-2021","cty","ETH"
"SE.PRM.PKNW.3.M","(De Facto) Percent of principals familiar with teachers' experience - Male",99.9,"On Target","2020-2021","cty","ETH"
"SE.PRM.PKNW.3.R","(De Facto) Percent of principals familiar with teachers' experience - Rural",99.1,"On Target","2020-2021","cty","ETH"
"SE.PRM.PKNW.3.U","(De Facto) Percent of principals familiar with teachers' experience - Urban",100,"On Target","2020-2021","cty","ETH"
"SE.PRM.PKNW.4","(De Facto) Percent of principals familiar with availability of classroom inputs",70.6,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.4.F","(De Facto) Percent of principals familiar with availability of classroom inputs - Female",82.4,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.4.M","(De Facto) Percent of principals familiar with availability of classroom inputs - Male",70,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.4.R","(De Facto) Percent of principals familiar with availability of classroom inputs - Rural",65.1,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PKNW.4.U","(De Facto) Percent of principals familiar with availability of classroom inputs - Urban",71,"Needs Improvement","2020-2021","cty","ETH"
"SE.PRM.PMAN","Principal Management Skills",4.2,"On Target","2020-2021","cty","ETH"
"SE.PRM.PMAN.1","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term",4.2,"On Target","2020-2021","cty","ETH"
